camera_id,camera_name,customer_id,customer_name,cohort,f_subgroup,disposition,human_readable
440819,Kitchen,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440820,Annex Back Entry,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440821,Conference Room,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440822,5th St Looking North,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440823,Back Parking W.,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440824,4th st. E.,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440825,Annex Interior Looking North,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440826,Annex Alley Looking South,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440827,Conference Front Entry,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440828,O St Looking West,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440829,Annex to Parking Lot Doors,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440830,Service Department,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440831,Parts Shelf,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440832,Back Lot Southeast,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440833,Back Lot Northwest,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440834,5th Street looking South,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440835,Annex Interior Looking South,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440836,Reception,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440837,Back Exit,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440838,O St. Parking,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440839,Annex Alley Looking North,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
440840,Annex Back Above Door,41266,Advanced Security Systems - Eureka Office,F,F3a,on_schedule_F3_idle,"On schedule (F3a). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
414448,City,37743,New York,F,F4 (provisional),on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414449,Building Side Entrance,37743,New York,F,F4 (provisional),on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414450,Tenant Lounge Entrance,37743,New York,F,F4 (provisional),on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414451,Tenant Lounge,37743,New York,F,F4 (provisional),on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414452,Building Side Entrance (Empty),37743,New York,F,F4 (provisional),on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414453,Tenant Lounge (Door Opens),37743,New York,F,F4 (provisional),on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414454,Conference Room,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414455,Main Office,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414456,Finance Office,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414457,Conference Room (Empty),37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414458,Corridor (Door Opens),37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414459,Fight1-1,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414460,Corridor,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414461,City,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414462,Building Side Entrance,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414463,Tenant Lounge Entrance,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414464,Tenant Lounge,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414465,Stairwell,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414466,Stairwell Entrance,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414467,Elevator,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414468,Riverwalk,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414469,Conference Room Again,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414470,Hikvision Camera 1,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414471,Hikvision Passthrough Camera 1,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414472,Dahua Dome 1,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414473,Dahua Dome 1-2,37744,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414510,Conference Room,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414511,Main Office,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414512,Corridor,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414513,Finance Office,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414514,City,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414515,Building Side Entrance,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414516,Tenant Lounge,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414517,Tenant Lounge Entrance,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414518,Stairwell,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414519,Stairwell Entrance,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414520,Elevator,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414521,Riverwalk,37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414522,Link to WhatApp camera (1),37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
414523,Mobotix Native camera (1),37751,400 North Ashley,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421185,Conference Room,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421186,Corridor,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421187,Training Room,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421188,Office,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421189,Roof camera,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421190,Entrance,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421191,Tenant Lounge Entrance,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421192,Breakout room,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421193,Stairwell,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
421194,Dahua IPC,38694,Immix Nottingham Office,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425351,PHCC - Exterior - Emerg W Exit,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425352,PHCC - Emerg - Nursing Station,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425353,PHCC - Clinic - Reception,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425354,PHCC - Health Centre - Main Entry,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425355,PHCC - Emerg - Admitting,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425356,PHCC - Exterior - Emerg E Parking,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425357,PHCC - Health Centre - Admitting 113,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425358,PHCC - Health Centre - Admitting 114,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425359,PHCC - Exterior - Health Centre N Exit (New),39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425360,PHCC - Exterior - E Field,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425361,PHCC - Exterior - Health Centre S Parking,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425362,PHCC - Exterior - Emerg Entry,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425363,PHCC - Emerg - Ward Entry,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425364,PHCC - Emerg - Rear Exit,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
425365,PHCC - Exterior - Emerg W Parking,39252,(RVM2657) 8A4265 - Pemberton HCC,F,F4,on_schedule_F4_errors,On AP schedule; cronjob fires but patrols-API errors out (no-response/timeout/authz). Connector should emit billing on failure path — needs connector PR.
434574,Cam1,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434576,Cam3,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434577,Cam4,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434578,Cam5,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434579,Cam6,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434580,Cam7,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434582,Cam9,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434583,Cam10,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434584,Cam11,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434585,Cam12,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434586,Cam13,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434587,Cam14,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437302,Cam1,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437303,Cam,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437304,Cam3,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437305,Cam4,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437306,Cam5,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437307,Cam6,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437308,Cam7,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437309,Cam8,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437310,Cam9,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437311,Cam10,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437312,Cam11,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437313,Cam12,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437314,Cam13,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437315,Cam14,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437316,Cam15,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437317,Cam16,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437318,Cam17,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437319,Cam18,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437320,Cam19,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437321,Cam20,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437322,Cam21,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437323,Cam22,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437324,Cam23,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437325,Cam24,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437326,Cam25,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
437327,Cam26,40499,ABC Liquor Store 8,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434588,Cam1,40500,ABC Liquor Store 7,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434589,cam2,40500,ABC Liquor Store 7,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434590,Cam3,40500,ABC Liquor Store 7,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
434591,Cam4,40500,ABC Liquor Store 7,F,F6,on_schedule_snowflake_gap_F6,On VCH schedule; connector emits site_product_ended to event_queue_analytics.fifo (verified via NR). Snowflake-side ingestion gap downstream of SQS — connector portion DONE.
